title,sentiment_label_ml,sentiment_score_ml,sentiment_confidence_ml,source
진주시 기업 맞춤형 지원으로 지역경제 살린다,긍정,1,0.9782792925834656,industry_risk
"진주시, 맞춤형 기업지원…157억7000만원 투입",긍정,1,0.990734338760376,industry_risk
"진주시, ‘기업 맞춤형 지원’ 추진...지역경제 살리기 총력",긍정,1,0.962764322757721,industry_risk
"진주시, ‘기업 맞춤형 지원’으로 침체된 지역경제 살리기 나서",긍정,1,0.9692139625549316,industry_risk
"평창군, 민선8기 군정 실질적 원년 본격 실현",긍정,1,0.9717581272125244,industry_risk
"평창군, 인구 유입‧농업생산력 증대‧지역경제 활성화에 주력",긍정,1,0.9735724925994872,industry_risk
"평창군, 민선8기 최우선 목표…“인구유입·농업생산력·경제활성화”",긍정,1,0.9781180024147034,industry_risk
"[인터뷰] 신현석 부산연구원장 ""부산, '기후테크' 중심지로 만들겠다""",긍정,1,0.915455400943756,industry_risk
"진천군의회, 지역 기업체 현장의 목소리 청취",긍정,1,0.9245356917381288,industry_risk
"포항시, 신성장산업 육성 위한 용지 확보 본격 나선다",긍정,1,0.9434264898300172,industry_risk
"포항시, 미래 신성장산업 용지 마련한다",긍정,1,0.966394066810608,industry_risk
"미래핵심 신성장산업 용지 확보, 포항시 적극 나섰다",긍정,1,0.9582331776618958,industry_risk
"포항시, 미래핵심 신성장산업 용지 확보로 기업 유치 나서",긍정,1,0.9607843160629272,industry_risk
"포항시, 미래핵심 신성장산업 용지 확보 적극 나서",긍정,1,0.9581122398376464,industry_risk
"울산과학대학교, '그린모빌리티 기초 기술교육' 수료식 개최",긍정,1,0.9915338158607484,industry_risk
"라이나생명, '나눔의 가치' 이어가...사회공헌기금 100억원 출연",긍정,1,0.9858120679855348,industry_risk
"진천군의회, CJ 블로썸캠퍼스서 현장 소통",긍정,1,0.9133834838867188,industry_risk
"하나금융, 해외 현지 직원 65명과 ESG 경영 활동 공유",긍정,1,0.9619153738021852,industry_risk
계묘년 단체장에게 듣는다…이강덕 포항시장,긍정,1,0.9717003107070924,industry_risk
"포항시, 미래핵심 신성장산업 확보 적극",긍정,1,0.9453776478767396,industry_risk
"포항시, 미래 핵심 신성장산업 확장 위한 용지 확보에 적극 나서",긍정,1,0.9540784358978271,industry_risk
"현대건설, '힐스테이트 천안역 스카이움' 분양",긍정,1,0.9756759405136108,industry_risk
[포항시정] 미래핵심 신성장산업 용지 확보 대책회의 개최 外,긍정,1,0.9240086674690248,industry_risk
"익산시, 전략적 도시개발 '척척'",긍정,1,0.9652085304260254,industry_risk
"익산시, 권역별 도시개발로 '제2의 부흥 선도'",긍정,1,0.9844581484794616,industry_risk
"[기고] 지방소멸, 평생교육에서 희망을 본다",긍정,1,0.9829502105712892,industry_risk
옥상엔 태양광·에어컨 대신 칠드빔… 곳곳에 에너지 전략 접목 [심층기...,긍정,1,0.9017913937568665,industry_risk
"부천시, '365일 소통·참여 열린 도시' 등 5대 시정계획 추진",긍정,1,0.9787719249725342,industry_risk
"부천시, 5대 시정계획 추진…“자족도시 실현”",긍정,1,0.9850592613220216,industry_risk
"익산시, 권역별 도시개발 성장 발판 마련 지역발전 견인",긍정,1,0.9776716828346252,industry_risk
"익산시, 권역별 도시개발로 '새로운 지도 그린다'",긍정,1,0.984210968017578,industry_risk
익산시 권역별 도시개발로 제2의 부흥 이끈다,긍정,1,0.988040030002594,industry_risk
"경북, 제약바이오융합산업 메카 넘본다",긍정,1,0.9807552099227904,industry_risk
"경북도, 안동·포항 중심 바이오산업 육성 가속…올해 584억 투입",긍정,1,0.9217617511749268,industry_risk
"경북도, 올해 첨단 바이오산업 육성 위해 584억원 투입",긍정,1,0.9410539865493774,industry_risk
부천시 '일자리 2만개 창출' 업무계획 발표,긍정,1,0.8866698741912842,industry_risk
"부천시, 첨단기업 유치·일자리 2만개 창출...경제도약 본격화",긍정,1,0.9737444519996644,industry_risk
"부천시, 경제 도약 위해 실물경제·일자리 챙긴다",긍정,1,0.914637804031372,industry_risk
"부천시, 실물경제·일자리 챙기기 본격화..경제도약 업무계획 발표",긍정,1,0.9323646426200868,industry_risk
부천시 일자리 2만개 창출 ‘돌입’…소상공인 육성,긍정,1,0.9346794486045836,industry_risk
"삼성전자, 한파부터 폭염 대비...에어컨 '무풍지대' 확장한다",긍정,1,0.8789765238761902,industry_risk
"삼성 2023년형 에어컨, AI로 에너지 절약·캄테크 잡는다",긍정,1,0.9719031453132628,industry_risk
"""대세는 무풍"" 삼성전자 스탠드 에어컨 3세대 시장 출격",긍정,1,0.958905816078186,industry_risk
'친환경·초연결'로 진화…삼성전자 '무풍에어컨' 신제품 공개,긍정,1,0.9759954810142516,industry_risk
"더 스마트해진 삼성 무풍에어컨…""월 전기료 7천원 절감""",긍정,1,0.9892855286598206,industry_risk
"경북도, 첨단 바이오산업 미래 활짝 열어",긍정,1,0.9698655009269714,industry_risk
[전북의 창] 익산 “권역별 개발로 제2의 부흥을”,긍정,1,0.8229674100875854,industry_risk
"경북도, 지역 특화형 제약바이오 신산업 육성 ‘박차’",긍정,1,0.9788690209388732,industry_risk
"부천시, 경제도약 업무계획 발표",긍정,1,0.9034848809242249,industry_risk
새롭게 도약하는 부천 '청사진',긍정,1,0.9886714220046996,industry_risk
"부천시, 새해 5대 시정계획 발표",긍정,1,0.98372620344162,industry_risk
이강덕 포항시장 “세계로 도약하는 포항 만들 것”,긍정,1,0.9482051730155944,industry_risk
"포항시장 ""이차전지·바이오·수소 신산업 통해 시대변화 대응""",긍정,1,0.936346471309662,industry_risk
이강덕 포항시장 “창의적 융합과 혁신으로 세계로 도약하는 포항 만들...,긍정,1,0.9813922047615052,industry_risk
[신년사] 이강덕 시장 “창의적 융합·혁신 … 세계로 도약하는 포항 만...,긍정,1,0.9779897332191468,industry_risk
"""창의·융합·혁신, 세계로 도약하는 포항""",긍정,1,0.961648404598236,industry_risk
경북에서 바이오 산업 생태계 전주기 구축된다···올해 예산 총 584억원...,긍정,1,0.9521913528442384,industry_risk
"경북도, 첨단 바이오산업 미래를 열다",긍정,1,0.9785116314888,industry_risk
5년내 식량자급률 44%→55%…'온라인 가락시장' 만든다,긍정,1,0.8768652677536011,industry_risk
2027년까지 식량자급률 55.5%…올해 농식품 수출 100억불 달성,긍정,1,0.9730492830276488,industry_risk
식량자급률 44%→55% 끌어올린다,긍정,1,0.9593711495399476,industry_risk
"포항시, 세계적인 바이오 허브 도시 조성 박차 가한다",긍정,1,0.9818331599235536,industry_risk
"포항시, 창의·융합·혁신 … ‘세계적인 바이오 허브 도시’ 꿈 이룬다...",긍정,1,0.983355700969696,industry_risk
"포항시, 올해 세계적 '바이오 허브도시' 도약 박차",긍정,1,0.9922186136245728,industry_risk
"포항, 세계적 '바이오 허브도시' 꿈꾼다",긍정,1,0.9798790216445924,industry_risk
"포항시, 바이오 허브 도시 도약 ‘탄력’",긍정,1,0.9877308011054992,industry_risk
"삼성전자, 반도체 탄소배출 '전과정평가' 검증 완료",긍정,1,0.9620718955993652,industry_risk
중랑구·강북구 '2023년 신년인사회' 개최,긍정,1,0.9384686350822448,industry_risk
유니티가 꼽은 새해 PC 콘솔 기대작 7선,긍정,1,0.9825339913368224,industry_risk
"[FOCUS 경기] 고양시, 원도심 활성 '원당재창조 프로젝트'",긍정,1,0.969707489013672,industry_risk
"SK이노 김준 ""친환경, 이젠 성과로""...계열사 CEO도 '변화' 강조",긍정,1,0.9736992716789246,industry_risk
[신년사] 김준 부회장 “친환경 사업 가속…기업 가치 제고”,긍정,1,0.9637364745140076,industry_risk
김준 SK이노베이션 부회장 “미래 60년 위해 친환경사업 성과 창출” 강...,긍정,1,0.9093208909034728,industry_risk
"[신년사] 김준 SK이노 부회장 ""친환경 사업으로 기업 가치 높일 것""",긍정,1,0.909730851650238,industry_risk
"김준 SK이노베이션 부회장 ""친환경사업 실행 가속화…기업가치 제고""",긍정,1,0.9703425168991088,industry_risk
"폐광지역 7곳, 26년간 4조 썼지만 인구 급감",부정,-1,0.9667079448699952,industry_risk
"부천시 2023년 5대 시정계획 발표…""새롭게 도약하는 원년으로""",긍정,1,0.9880301356315612,industry_risk
"부천시, 2023년 5대 시정계획 발표... 시 승격 50주년 계기 새로운 부천...",긍정,1,0.9884175658226012,industry_risk
"부천시 5대 시정 발표…""주거·환경·산업·문화·교통·일자리 자족도...",긍정,1,0.8296180963516235,industry_risk
"‘폭설’ 오는 추운 겨울날 에어컨 신제품 내놓은 삼성, 도대체 왜? [비...",긍정,1,0.9066606163978576,industry_risk
탈 대덕 막는 해법은 '제2연구단지',긍정,1,0.9513342976570128,industry_risk
국제위러브유운동본부 22년 여정에서 본을 찾다,긍정,1,0.9449411034584044,industry_risk
"진주상공회의소, 신년휘호 '연비어약' 선정",긍정,1,0.9416126608848572,industry_risk
"포항시, 세계적인 바이오 허브 도시 꿈꾼다",긍정,1,0.959194839000702,industry_risk
"포항시, 창의·융합·혁신으로 ‘연구 중심 의대’ 설립 본격화",긍정,1,0.9815164804458618,industry_risk
"바이오 허브 도시 포항, 글로벌 웅비 나선다",긍정,1,0.9863937497138976,industry_risk
"포항시, 창의·융합·혁신으로 ‘세계적인 바이오 허브 도시’ 도약 박...",긍정,1,0.978044092655182,industry_risk
"[포커스] 조용익 부천시장 ""올해 베드타운 이미지 혁파""",긍정,1,0.9848559498786926,industry_risk
"조용익 부천시장, 올해 5대 시정계획 발표… ‘새롭게 도약하는 원년으...",긍정,1,0.9787697792053224,industry_risk
삼성 3세대 무풍에어컨 출격…국내 1위 수성,긍정,1,0.8992481231689453,industry_risk
"삼성전자, 2023년형 에어솔루션 신제품 공개",긍정,1,0.978856921195984,industry_risk
갤럭시S23 사전예약 알림 신청하면 명품 지갑이 손안에?,긍정,1,0.8913587927818298,industry_risk
"[2023 경남 재도약 원년] ""시민 삶 희망과 행복으로 채워 '부강한 진주'...",긍정,1,0.9789243340492249,industry_risk
이강덕 시장 “창의·융합·혁신으로 세계로 도약”,긍정,1,0.9844722151756288,industry_risk
"가톨릭대, '탄소중립 실천' 공로로 환경부장관 표창…국내大 최초",긍정,1,0.6476473808288574,industry_risk
"가톨릭대, 탄소중립 실천 성과...'환경부 장관 표창'",긍정,1,0.9720442891120912,industry_risk
1시민 1행복 프로젝트로 ‘다 이로운 익산’ 실현,긍정,1,0.9678065180778505,industry_risk
"정헌율 시장 ""5대 역점시책 민생·경제 아우르는 대도약 완성""",긍정,1,0.976161539554596,industry_risk
1시민 1행복 '다~이로운 익산' 실현,긍정,1,0.9741454720497132,industry_risk
김미경 은평구청장 '과감한 개발로 지속 성장' 비전 선포,긍정,1,0.9485052824020386,industry_risk
"이재영 증평군수, 새해 정부예산 확보 발걸음",긍정,1,0.944675087928772,industry_risk
이재영 증평군수 농식품부 찾아 현안사업 지원 요청,긍정,1,0.9696584939956664,industry_risk
정황근 장관 “식량자급률・농식품 수출 상승 집중”,긍정,1,0.957310438156128,industry_risk
혁신 넘어 미래로… 농식품 수출 100억 달러 시대 연다,긍정,1,0.9737949967384338,industry_risk
"식량자급률ㆍ농식품 수출 올리고, 유통비용ㆍ농가 경영부담 낮춘다",긍정,1,0.9833374619483948,industry_risk
"[업무보고] 농식품부, 농식품 수출 100억달러 목표…'온라인 가락시장'...",긍정,1,0.986278235912323,industry_risk
농식품부 새해 업무 보고... 4대 정책목표 제시,긍정,1,0.6743522882461548,industry_risk
"서울 강북구, 이달 18일까지 洞 신년인사회 진행",긍정,1,0.8693171739578247,industry_risk
"강북구, 동 신년인사회 개최⋯주민 목소리 현장서 듣는다",긍정,1,0.9371933937072754,industry_risk
"목포시, 친환경선박·수리조선 산업 집중 육성",긍정,1,0.9153074622154236,industry_risk
[Who Is ?] 존 림 삼성바이오로직스 대표이사 사장,긍정,1,0.9664360880851746,industry_risk
[전국 주요 신문 톱뉴스](27일 조간),긍정,1,0.7795525789260864,industry_risk
[기업 신년사] 한화그룹·한미약품그룹·SK이노베이션 外,긍정,1,0.980864942073822,industry_risk
【신년사】조규일 진주시장,긍정,1,0.9757674336433412,industry_risk
"[신년사] 조규일 진주시장, ""더 크고 부강한 진주 미래 열 것""",긍정,1,0.962579071521759,industry_risk
"[2023신년사] 조규일 진주시장 ""함께 잘사는 부강한 진주 만들기 원년으...",긍정,1,0.964958131313324,industry_risk
강원특별자치도법 담길 특례 막바지 정비…권역별 공청회 착수,긍정,1,0.8738707900047302,industry_risk
창업인프라·투자금 확 늘리는 경남,긍정,1,0.9302440881729126,industry_risk
"진주상공회의소, 2일 오후 2023 새해인사회 개최",긍정,1,0.9720959663391112,industry_risk
진주상의가 던진 새해 화두는 '연비어약',긍정,1,0.9760184288024902,industry_risk
"강북구, 신년 인사회 개최",긍정,1,0.9259130358695984,industry_risk
[2023 농식품부 업무보고] 가루쌀·밀·콩 생산 확대 ‘식량안보’…공...,긍정,1,0.9697938561439514,industry_risk
"정황근 ""올해 벼 재배 69만ha까지 감축…쌀 수급안정 이루겠다""",긍정,1,0.9353249669075012,industry_risk
"경남도, 서부경남 대규모 공모사업 3건 846억 선정 도전",긍정,1,0.9751058220863342,industry_risk
"경남도, 올해 서부권 산업경제 공모사업 3건 총 846억원 도전",긍정,1,0.952019453048706,industry_risk
경남도 '농생명·바이오산업 발전 실무협의회' 개최,긍정,1,0.9079260230064392,industry_risk
‘포항 그린백신실증지원센터’ 농식품부 산업 거점 지정,긍정,1,0.9601295590400696,industry_risk
"포항시, 그린바이오 유망 벤처기업 유치에 '탄력'",긍정,1,0.9772487878799438,industry_risk
"포항시, 농식품부 그린바이오 산업 거점 지정",긍정,1,0.976187527179718,industry_risk
"한신대, '태양광' 활용 그린 캠퍼스 구축",긍정,1,0.9865257740020752,industry_risk
"한신대, 태양광 활용 '탄소중립 그린 캠퍼스' 구축",긍정,1,0.9840113520622252,industry_risk
"한신대, 태양광 활용해 '그린 캠퍼스' 구축",긍정,1,0.9792836904525756,industry_risk
한신대 그린 캠퍼스로 거듭나기 …태양광 설비 연간 발전량 총 전기료 ...,긍정,1,0.9054446816444396,industry_risk
"한신대, '태양광' 활용 그린 캠퍼스 구축…총 193kW 규모",긍정,1,0.9841227531433104,industry_risk
"익산시, 그린바이오 산업과 익산시 정책 연계 특강",긍정,1,0.9771825671195984,industry_risk
"익산시, ‘10조 그린바이오’ 시장 겨냥... 범시민 공감대",긍정,1,0.96317720413208,industry_risk
"익산시, '10조 그린바이오 산업' 도시 도약… 범시민 공감대 조성",긍정,1,0.9625544548034668,industry_risk
"익산시, '10조 그린바이오' 시장 겨냥 범시민 공감대..정명채 박사 초청...",긍정,1,0.9420583844184875,industry_risk
5년내 '그린바이오' 산업 10조원 규모로 키운다,긍정,1,0.9002810120582581,industry_risk
"농식품부 ""그린바이오 산업 10조원 규모로 확대… 포항에 그린바이오 벤...",긍정,1,0.9669942259788512,industry_risk
그린바이오 산업 2027년까지 10조 규모 육성…유니콘 기업 15개 목표,긍정,1,0.6717168688774109,industry_risk
농업 미래성장 '그린바이오' 시장 10조 확대·수출 5조 달성,긍정,1,0.9882436990737916,industry_risk
농업 생산성 높이는 ‘그린바이오’ 산업 10조 원 규모로 키운다,긍정,1,0.9228854775428772,industry_risk
"울산 그린모빌리티 관련업체 43% ""미래차 변화 준비 안됐다""",부정,-1,0.8442335724830627,industry_risk
"익산시, ‘10조 규모 그린바이오’ 시장 겨냥",긍정,1,0.9752434492111206,industry_risk
K-농업의 새로운 가치 사슬 '그린바이오' 10조 산업 이끈다,긍정,1,0.9853363633155824,industry_risk
"전북, 그린바이오산업 연계 산업 발전 모색",긍정,1,0.9805893898010254,industry_risk
"증평군 ""그린바이오 띄우고 시스템반도체 후공정 키운다""",긍정,1,0.8957433700561523,industry_risk
증평군 '그린바이오·시스템반도체 산업' 집중 육성,긍정,1,0.9196836352348328,industry_risk
정부 “2027년까지 그린바이오 10조 규모 육성”,긍정,1,0.7053300738334656,industry_risk
"""이젠 그린바이오 산업"" 2027년까지 10조원 규모로 키운다",긍정,1,0.984522581100464,industry_risk
"농식품부, 그린바이오 산업 키운다…2027년 국내 시장 규모 10조원 목표",긍정,1,0.9862157106399536,industry_risk
[주목] '그린바이오' 농식품산업의 새로운 성장동력으로 떠오르다,긍정,1,0.9821863174438475,industry_risk
국내 그린바이오시장 10조 규모로 키운다,긍정,1,0.9805821776390076,industry_risk
"정헌율 익산시장, 그린바이오와 푸드테크 육성방안 전략 마련",긍정,1,0.9370282888412476,industry_risk
"익산시, 지역 인프라 활용 정부 신산업 육성정책 선제 대응",긍정,1,0.943257749080658,industry_risk
"울산시교육청, 그린모빌리티 2차전지 기술 인재 양성",긍정,1,0.9316377639770508,industry_risk
"국립공주대, 2023학년도 1학기 신임교수 천안캠퍼스 방문",긍정,1,0.9134865403175354,industry_risk
[경남일보-진주바이오산업진흥원 공동기획] 서부경남 미래먹거리 '그린...,긍정,1,0.9396215081214904,industry_risk
그린바이오 산업 미래 성장산업으로 적극 육성,긍정,1,0.9906606078147888,industry_risk
"경남도, 그린바이오 산업 육성·발전 업무협약 체결",긍정,1,0.9475393891334534,industry_risk
경남 서부 '그린바이오' 산업 육성거점 마련…14개 기관 협약,긍정,1,0.9301102161407472,industry_risk
경남 '그린바이오 벤처 캠퍼스 건립'에 힘 모은다,긍정,1,0.9823194146156312,industry_risk
그린바이오·스포츠 집중 육성… 지역경제 선순환 기틀 다진다 [지방기...,긍정,1,0.959717094898224,industry_risk
'그린바이오 벤처 캠퍼스' 올해는 반드시 유치,긍정,1,0.9715505242347716,industry_risk
경남도-14개 유관기관·기업 '그린바이오 산업 육성·발전' 맞손,긍정,1,0.9556238055229188,industry_risk
그린바이오로 농업 미래성장산업화 추진,긍정,1,0.9821380376815796,industry_risk
정헌율 익산시장 “신산업 선점할 전략 마련”… ‘그린바이오·푸드테...,긍정,1,0.8677027225494385,industry_risk
경남 그린바이오 산업 육성 박차,긍정,1,0.9596164226531982,industry_risk
[기고]진주는 그린바이오 산업의 최적지,긍정,1,0.9769028425216676,industry_risk
경남 '그린바이오 벤처 캠퍼스' 유치 의지 피력,긍정,1,0.8810517191886902,industry_risk
"경남도, 농식품부 방문 그린바이오 벤처 캠퍼스 지원 건의",긍정,1,0.9213037490844728,industry_risk
"폴리텍대학, 전국 35개 캠퍼스 2022학년도 졸업식",긍정,1,0.974024772644043,industry_risk
폴리텍대 전국 35개 캠퍼스 2022 졸업식 개최,긍정,1,0.958895742893219,industry_risk
"폴리텍대, '로봇캠퍼스' 1기 졸업생 취업률 무려 90%",긍정,1,0.9579951763153076,industry_risk
"대학 졸업과 함께 성공한 취업…폴리텍, 전국 35개 캠퍼스서 졸업식",긍정,1,0.9669445753097534,industry_risk
한국폴리텍대학 졸업생 취업률 상종가… 오늘 35개 캠퍼스 졸업식,긍정,1,0.9404391646385192,industry_risk
[부고] 이홍천(동국대 WISE캠퍼스 글로벌어문학부 교수)씨 모친상,긍정,1,0.8936862349510193,industry_risk
창원대 스마트그린공학부 박경훈 교수 '경남 청년정책조정위원회' 위촉...,긍정,1,0.9462005496025084,industry_risk
"조규일 진주시장, 농식품부서 '도농 상생발전' 건의",긍정,1,0.8973085284233093,industry_risk
"조규일 시장, 정황근 농림부 장관 면담…농촌협약 등 건의",긍정,1,0.8954651951789856,industry_risk
"조규일 진주시장, 정황근 농림축산식품부 장관 면담",긍정,1,0.9091646075248718,industry_risk
"조규일 진주시장, 정황근 농림축산식품부 장관 만나 농업분야 현안사업...",긍정,1,0.85877525806427,industry_risk
"조규일 진주시장, 정황근 장관 만나 주요 현안 적극 건의",긍정,1,0.8974421620368958,industry_risk
"한양대 ERICA캠퍼스, 2023년‘K-디지털 플랫폼 사업’ 선정...지능형로봇...",긍정,1,0.9758185744285583,industry_risk
[부고] 이홍대(엠엔비그린어스 대표이사)씨 모친상,긍정,1,0.5963540077209473,industry_risk
기업 현장처럼 ‘협업 프로젝트’… 반도체·AI 등 인재 육성 박차,긍정,1,0.9889751672744752,industry_risk
공시생에서 여성 정비사로 꽃길… 국가자격증으로 은퇴자 승승장구,긍정,1,0.9832510352134703,industry_risk
"한국을 사랑한 위트컴 장군 특별전...박수영 의원 ""한미동맹의 상징, 업...",긍정,1,0.970992147922516,industry_risk
"리차드 위트컴 장군 국회 특별전 개막...박수영 ""한미동맹의 상징""",긍정,1,0.9620187282562256,industry_risk
"성신여대, 2023 신입생 오리엔테이션 4년 만에 '대면' 진행",긍정,1,0.8981730937957764,industry_risk
"성신여대, 신입생 2400명 대상 오리엔테이션",긍정,1,0.960985541343689,industry_risk
"성신여대, 4년 만에 대면 신입생 오리엔테이션 '활기'",긍정,1,0.9838829636573792,industry_risk
"카카오임팩트, KAIST와 맞손…사회문제 해결 위한 기술 생태계 조성'",긍정,1,0.959791898727417,industry_risk
조용익 부천시장 “첨단기업도시 만들겠다”,긍정,1,0.941153645515442,industry_risk
"광주교대, 제7대 최도성 총장 퇴임식 개최",긍정,1,0.6810986995697021,industry_risk
"강원대, 수소생산 기술이전 협약 체결",부정,-1,0.5880830883979797,industry_risk
"강원대-㈜에이이에스텍, 수소생산 기술이전 조인식 개최",긍정,1,0.9361643195152284,industry_risk
"강원대·에이이에스텍, 기술이전 조인식",긍정,1,0.8487778306007385,industry_risk
"강원대-에이이에스텍, 수소생산 기술이전 협약 체결",긍정,1,0.971100389957428,industry_risk
농식품·바이오기술 융합…농업 새로운 미래 연다,긍정,1,0.9936145544052124,industry_risk
"경상국립대, '2023년 교수 퇴임식' 개최",긍정,1,0.9093664288520812,industry_risk
경상국립대 교수 정년퇴직 기념식 개최,긍정,1,0.9451498985290528,industry_risk
"상명대 천안캠 학군단, 28명 장교 임관",긍정,1,0.9176124334335328,industry_risk
'사립대' 투명성 강화…'사학혁신 지원사업' 성과 뚜렷,긍정,1,0.9895551204681396,industry_risk
기준금리 인상 멈췄지만 여전히 높아… 금융 혜택 많은 단지 눈길,긍정,1,0.8452812433242798,industry_risk
"[인터뷰] 노충식 경남테크노파크 원장 ""ICT와 제조업 융합 가속화"" 디지...",긍정,1,0.939316987991333,industry_risk
한자리에서 다 체험하는 성신여대 신입생 오리엔테이션,긍정,1,0.9337289929389954,industry_risk
[오늘의 주요 일정] '건설노조 탄압 규탄' 민노총 결의대회,긍정,1,0.8343560099601746,industry_risk
"[산업 이모저모] LG유플러스, '유심 무료 교체' 전체 고객 확대...""3월 1일...",긍정,1,0.9507855772972108,industry_risk
"IT업계, 기업용 5G 인프라 경쟁 격화",긍정,1,0.9122084975242616,industry_risk
[대학人] ⑦ 다양한 실험으로 인문학 확장 주도하는 김정배 교수,긍정,1,0.8815210461616516,industry_risk
삼척시·강원대 '지역소멸·학령인구 감소' 해결 협력,긍정,1,0.9412519931793212,industry_risk
